品牌,车型,上牌时间,行驶里程,颜色,城市,车况,是否营运,成交价格,成交时间
丰田,2012款 汉兰达 3.5L 四驱7座豪华版,2013年4月1日,24.7,黑色,北京,50C,非营运,5.64,10月12日
丰田,2013款 汉兰达 2.7L 两驱7座紫金版,2013年7月1日,26.2,黑色,北京,50C,非营运,4.42,10月21日
丰田,2012款 汉兰达 2.7L 两驱5座精英版,2013年9月1日,11.8,白色,石家庄,65B,非营运,5.11,10月10日
丰田,2012款 汉兰达 2.7L 两驱7座豪华版,2013年9月1日,16.6,黑色,驻马店,65B,非营运,4.72,9月19日
丰田,2012款 汉兰达 2.7L 两驱7座豪华版,2013年2月1日,22.4,黑色,厦门,65B,非营运,4.8,7月10日
丰田,2012款 汉兰达 2.7L 两驱7座精英版,2013年1月1日,9.0,黑色,北京,50B,非营运,5.59,12月15日
丰田,2012款 汉兰达 2.7L 两驱7座豪华版,2012年11月1日,11.0,黑色,保定,65B,非营运,4.92,12月19日
丰田,2012款 汉兰达 2.7L 两驱5座运动版,2012年10月1日,15.4,黑色,北京,50C,非营运,3.39,7月31日
丰田,2012款 汉兰达 2.7L 两驱5座精英版,2012年4月1日,14.8,白色,北京,50B,非营运,3.75,11月11日
丰田,2011款 汉兰达 2.7L 两驱7座豪华版,2012年3月1日,9.9,黑色,北京,65D,非营运,3.98,8月20日
丰田,2011款 汉兰达 2.7L 两驱7座至尊版,2012年3月1日,19.6,白色,北京,65B,非营运,3.59,10月20日
丰田,2011款 汉兰达 2.7L 两驱7座豪华版,2011年10月1日,8.4,黑色,北京,65D,非营运,3.62,11月4日
丰田,2011款 汉兰达 2.7L 两驱7座豪华版,2011年10月1日,8.4,黑色,北京,65D,非营运,3.79,10月22日
丰田,2011款 汉兰达 2.7L 两驱7座豪华版,2011年10月1日,8.4,黑色,北京,65C,非营运,3.99,9月19日
丰田,2009款 汉兰达 3.5L 四驱7座豪华版,2011年8月1日,30.6,黑色,南京,65B,非营运,3.05,10月13日
丰田,2009款 汉兰达 3.5L 四驱7座精英版,2011年7月1日,25.4,白色,北京,35B,非营运,2.95,7月15日
丰田,2011款 汉兰达 2.7L 两驱7座豪华版,2011年6月1日,36.7,黑色,北京,35D,非营运,2.23,12月11日
丰田,2011款 汉兰达 2.7L 两驱7座豪华版,2011年5月1日,14.4,黑色,北京,35D,非营运,2.83,11月11日
丰田,2011款 汉兰达 2.7L 两驱7座精英版,2011年5月1日,6.1,灰色,北京,35B,非营运,4.36,12月13日
丰田,2009款 汉兰达 2.7L 两驱7座豪华版,2010年12月1日,25.2,灰色,北京,50B,非营运,2.64,8月2日
丰田,2009款 汉兰达 2.7L 两驱7座豪华版,2010年11月1日,28.9,白色,北京,50D,非营运,2.85,8月17日
丰田,2009款 汉兰达 2.7L 两驱7座豪华版,2010年11月1日,26.9,灰色,北京,35C,非营运,2.56,11月11日
丰田,2009款 汉兰达 2.7L 两驱7座豪华版,2010年11月1日,24.3,黑色,北京,50B,非营运,2.48,10月8日
丰田,2009款 汉兰达 2.7L 两驱7座精英版,2010年10月1日,18.5,黑色,北京,50B,非营运,2.32,9月24日
丰田,2009款 汉兰达 2.7L 两驱7座豪华版,2010年9月1日,16.5,白色,济南,65B,非营运,2.58,8月30日
丰田,2009款 汉兰达 2.7L 两驱5座精英版,2010年5月1日,7.1,黑色,北京,50D,非营运,3.31,8月15日
丰田,2009款 汉兰达 2.7L 两驱5座精英版,2010年5月1日,42.3,黑色,平顶山,65B,非营运,1.7,8月30日
丰田,2009款 汉兰达 2.7L 两驱7座豪华版,2010年4月1日,17.4,黑色,北京,35D,非营运,3.25,11月25日
丰田,2009款 汉兰达 3.5L 四驱7座豪华版,2010年2月1日,37.2,蓝色,北京,50B,非营运,1.66,8月31日
丰田,2009款 汉兰达 2.7L 两驱7座豪华版,2009年12月1日,22.5,黑色,杭州,65B,非营运,2.03,11月24日
丰田,2009款 汉兰达 2.7L 两驱7座豪华版,2009年12月1日,22.5,黑色,杭州,65B,非营运,2.07,11月22日
丰田,2009款 汉兰达 2.7L 两驱7座豪华版,2009年9月1日,11.3,灰色,北京,50B,非营运,2.73,8月29日
日产,2023款 轩逸 改款 1.6L CVT悦享版,2024年11月1日,1.5,白色,广州,95B,非营运,7.38,6月30日
日产,2023款 轩逸 1.6L CVT悦享版,2024年9月1日,1.6,白色,西安,80D,非营运,5.74,6月30日
日产,2023款 轩逸 1.6L CVT悦享版,2024年8月1日,1.6,白色,南昌,80B,非营运,7.1,6月30日
日产,2024款 轩逸 经典 1.6XV CVT尊享版,2024年4月1日,7.9,白色,北京,65B,非营运,5.4,6月30日
日产,2024款 轩逸 经典 1.6XE CVT舒适版,2024年1月1日,4.9,黑色,北京,80B,非营运,5.14,6月30日
日产,2022款 轩逸 电驱版e-POWER 超智联PLUS,2023年9月1日,9.9,白色,北京,50B,非营运,5.82,6月30日
日产,2022款 轩逸 经典 1.6XE CVT舒适版,2023年8月1日,12.9,白色,北京,65B,非营运,3.85,6月30日
日产,2022款 轩逸 电驱版e-POWER 超智联PLUS,2023年6月1日,14.2,黑色,北京,65B,非营运,5.62,7月31日
日产,2022款 轩逸 经典 1.6XE CVT舒适版,2023年5月1日,9.5,白色,重庆,65D,非营运,2.15,8月18日
日产,2022款 轩逸 经典 1.6XE CVT舒适版,2023年5月1日,9.5,白色,重庆,65D,非营运,2.71,8月7日
日产,2022款 轩逸 1.6L XL CVT悦享版 国VI,2023年5月1日,7.1,白色,北京,65B,非营运,6.31,9月8日
日产,2022款 轩逸 电驱版e-POWER 全电驱Pro,2023年4月1日,6.6,白色,北京,35D,非营运,5.39,10月18日
日产,2022款 轩逸 电驱版e-POWER 全电驱Pro,2023年4月1日,6.6,白色,北京,35D,非营运,5.39,10月14日
日产,2022款 轩逸 经典 1.6XL CVT豪华版,2023年4月1日,1.9,黑色,北京,80B,非营运,5.21,11月26日
日产,2022款 轩逸 经典 1.6XL CVT豪华版,2023年3月1日,3.2,白色,苏州,65D,非营运,4.08,8月19日
日产,2022款 轩逸 经典 1.6XE CVT舒适版,2023年3月1日,5.2,白色,北京,65B,非营运,4.33,7月20日
日产,2022款 轩逸 经典 1.6XE CVT舒适版,2023年3月1日,8.4,白色,北京,65B,非营运,4.22,8月7日
日产,2022款 轩逸 电驱版e-POWER 超智联PLUS,2023年3月1日,10.7,白色,北京,65B,非营运,6.61,9月2日
日产,2022款 轩逸 经典 1.6XE CVT舒适版,2023年1月1日,5.4,白色,自贡,80B,非营运,4.6,7月15日
日产,2022款 轩逸 经典 1.6XE CVT舒适版,2022年9月1日,4.1,白色,郑州,65D,非营运,3.33,7月12日
日产,2021款 轩逸 经典 1.6XE CVT舒适版 国VI,2022年9月1日,4.7,白色,商丘,80B,非营运,4.6,9月28日
日产,2022款 轩逸 电驱版e-POWER 全电驱Pro,2022年9月1日,25.0,白色,北京,65B,非营运,4.92,8月21日
日产,2022款 轩逸 电驱版e-POWER 全电驱Pro,2022年9月1日,13.5,黑色,北京,50D,非营运,3.71,8月4日
日产,2022款 轩逸 电驱版e-POWER 全电驱Pro,2022年9月1日,23.2,白色,北京,50B,非营运,4.44,8月1日
日产,2022款 轩逸 电驱版e-POWER 全电驱Pro,2022年9月1日,23.2,白色,北京,50B,非营运,4.72,7月25日
日产,2022款 轩逸 电驱版e-POWER 全电驱Pro,2022年8月1日,24.6,白色,北京,50D,非营运,3.87,9月23日
日产,2022款 轩逸 1.6L XL CVT悦享版 国VI,2022年8月1日,4.4,灰色,信阳,80B,非营运,5.67,8月1日
日产,2022款 轩逸 经典 1.6XL CVT豪华版,2022年7月1日,5.1,白色,平顶山,80A,非营运,5.17,7月10日
日产,2022款 轩逸 经典 1.6XE CVT舒适版,2022年3月1日,17.5,白色,北京,50B,非营运,3.64,6月30日
日产,2022款 轩逸 1.6L XL CVT悦享版 国VI,2021年12月1日,35.8,白色,北京,50D,非营运,3.8,6月30日
日产,2022款 轩逸 经典 1.6XL CVT豪华版,2021年10月1日,6.2,白色,北京,65D,非营运,3.04,6月30日
日产,2021款 轩逸 经典 1.6XE CVT舒适版 国VI,2021年8月1日,7.2,黑色,北京,50B,非营运,2.83,6月30日
日产,2021款 轩逸 经典 1.6XE CVT舒适版 国VI,2021年7月1日,8.3,白色,佛山,65D,非营运,2.95,6月30日
日产,2021款 轩逸 经典 1.6XL CVT豪华版 国VI,2021年7月1日,7.2,灰色,平顶山,65B,非营运,4.28,6月30日
日产,2021款 轩逸 1.6L XL CVT悦享版 国VI,2021年6月1日,6.8,白色,北京,35D,非营运,4.85,6月30日
日产,2021款 轩逸 1.6L XL CVT悦享版 国VI,2021年6月1日,4.8,白色,益阳,80B,非营运,5.85,6月30日
日产,2021款 轩逸 经典 1.6XE CVT舒适版 国VI,2021年5月1日,18.0,黑色,北京,65D,非营运,3.03,6月30日
日产,2021款 轩逸 1.6L XL CVT悦享版 国VI,2021年5月1日,35.6,白色,北京,50D,非营运,2.97,6月30日
日产,2021款 轩逸 经典 1.6XL CVT豪华版 国VI,2021年5月1日,38.0,白色,北京,50C,非营运,3.23,6月30日
日产,2021款 轩逸 1.6L XL CVT悦享版 国VI,2021年4月1日,18.1,白色,北京,65B,非营运,5.05,6月30日
日产,2021款 轩逸 1.6L XL CVT悦享版 国VI,2021年3月1日,10.3,红色,沈阳,65B,非营运,4.03,6月30日
日产,2021款 轩逸 经典 1.6XE CVT舒适版 国VI,2021年1月1日,12.0,棕色,郑州,60A,非营运,3.58,6月30日
日产,2021款 轩逸 经典 1.6XE CVT舒适版 国VI,2021年3月1日,38.6,白色,北京,50D,非营运,2.71,10月26日
日产,2021款 轩逸 1.6L XL CVT悦享版 国VI,2021年3月1日,37.8,棕色,北京,50D,非营运,2.94,10月15日
日产,2021款 轩逸 1.6L XL CVT悦享版 国VI,2021年3月1日,11.4,白色,北京,50C,非营运,4.22,8月31日
日产,2021款 轩逸 经典 1.6XL CVT豪华版 国VI,2021年3月1日,3.6,白色,佛山,65C,非营运,4.04,12月4日
日产,2021款 轩逸 1.6L XL CVT悦享版 国VI,2021年2月1日,6.9,白色,乌鲁木齐,65B,非营运,5.71,9月19日
日产,2021款 轩逸 经典 1.6XE CVT舒适版 国VI,2021年2月1日,4.0,白色,保定,65B,非营运,4.66,12月22日
日产,2021款 轩逸 1.6L XL CVT悦享版 国VI,2021年1月1日,4.1,白色,西安,80B,非营运,5.69,11月18日
日产,2021款 轩逸 经典 1.6XE CVT舒适版 国VI,2021年1月1日,18.4,白色,北京,65C,非营运,3.13,10月30日
日产,2021款 轩逸 经典 1.6XE CVT舒适版 国VI,2021年1月1日,8.6,白色,开封,65D,非营运,2.97,9月26日
日产,2021款 轩逸 经典 1.6XE CVT舒适版 国VI,2021年1月1日,6.8,棕色,北京,50D,非营运,2.1,8月27日
日产,2021款 轩逸 经典 1.6XL CVT豪华版 国VI,2021年1月1日,7.9,黑色,北京,50B,非营运,3.01,7月12日
日产,2021款 轩逸 经典 1.6XL CVT豪华版 国VI,2021年1月1日,7.9,黑色,北京,50B,非营运,3.1,7月10日
日产,2021款 轩逸 经典 1.6XE CVT舒适版 国VI,2020年12月1日,7.6,黑色,北京,65B,非营运,4.06,9月17日
日产,2021款 轩逸 1.6L XL CVT悦享版 国VI,2020年12月1日,7.4,白色,北京,50D,非营运,2.77,9月21日
日产,2021款 轩逸 1.6L XL CVT悦享版 国VI,2020年12月1日,15.8,白色,北京,65B,非营运,4.39,10月27日
日产,2020款 轩逸 改款 1.6L XE CVT舒享版,2020年11月1日,6.8,白色,安阳,65B,非营运,4.4,8月27日
日产,2021款 轩逸 经典 1.6XE CVT舒适版 国VI,2020年11月1日,6.5,灰色,武汉,65D,非营运,3.15,12月5日
日产,2021款 轩逸 经典 1.6XE CVT舒适版 国VI,2020年11月1日,6.7,灰色,武汉,65D,非营运,2.55,11月19日
日产,2021款 轩逸 经典 1.6XE CVT舒适版 国VI,2020年11月1日,6.2,灰色,武汉,65D,非营运,3.09,11月17日
日产,2021款 轩逸 经典 1.6XL CVT豪华版 国VI,2020年10月1日,19.0,黑色,北京,50D,非营运,2.7,9月12日
日产,2019款 轩逸 经典 1.6XL CVT豪华版 国VI,2020年10月1日,4.3,白色,保定,65B,非营运,4.2,12月9日
日产,2020款 轩逸 改款 1.6L XL CVT智享版,2020年10月1日,24.0,白色,北京,50B,非营运,4.0,10月27日
日产,2021款 轩逸 经典 1.6XE CVT舒适版 国VI,2020年10月1日,5.8,灰色,武汉,65D,非营运,3.15,11月17日
日产,2021款 轩逸 经典 1.6XE CVT舒适版 国VI,2020年10月1日,7.7,灰色,武汉,65B,非营运,3.09,9月18日
日产,2021款 轩逸 经典 1.6XE CVT舒适版 国VI,2020年10月1日,9.9,其他,武汉,65D,非营运,2.32,8月18日
日产,2021款 轩逸 经典 1.6XE CVT舒适版 国VI,2020年9月1日,6.1,白色,保定,65B,非营运,4.4,9月15日
日产,2021款 轩逸 经典 1.6XE CVT舒适版 国VI,2020年9月1日,14.3,白色,北京,50D,非营运,3.11,10月11日
日产,2021款 轩逸 经典 1.6XE CVT舒适版 国VI,2020年9月1日,9.9,灰色,武汉,65D,非营运,3.15,12月5日
日产,2021款 轩逸 经典 1.6XE CVT舒适版 国VI,2020年9月1日,17.0,白色,北京,50B,非营运,3.07,9月28日
日产,2021款 轩逸 经典 1.6XE CVT舒适版 国VI,2020年9月1日,17.0,白色,北京,50B,非营运,3.07,9月19日
日产,2021款 轩逸 1.6L XL CVT悦享版 国VI,2020年9月1日,6.5,白色,濮阳,65D,非营运,3.79,8月21日
日产,2021款 轩逸 经典 1.6XE CVT舒适版 国VI,2020年9月1日,9.6,灰色,武汉,65D,非营运,2.72,11月17日
日产,2020款 轩逸 经典 1.6XL CVT豪华版 国VI,2020年9月1日,2.8,黑色,北京,65D,非营运,4.16,6月30日
日产,2021款 轩逸 经典 1.6XL CVT豪华版 国VI,2020年9月1日,15.9,白色,北京,35B,非营运,3.31,8月18日
日产,2021款 轩逸 1.6L XL CVT悦享版 国VI,2020年8月1日,7.5,黑色,邢台,65B,非营运,4.89,8月4日
日产,2019款 轩逸 经典 1.6XL CVT豪华版 国VI,2020年8月1日,26.0,白色,北京,50B,非营运,3.25,8月28日
日产,2020款 轩逸 改款 1.6L XL CVT悦享版 国VI,2020年8月1日,3.0,白色,郑州,65D,非营运,3.62,9月8日
日产,2019款 轩逸 经典 1.6XL CVT豪华版 国VI,2020年6月1日,31.5,白色,成都,65B,营运,1.95,10月10日
日产,2019款 轩逸 经典 1.6XE CVT舒适版 国VI,2020年6月1日,31.1,棕色,北京,50B,非营运,2.72,8月4日
日产,2019款 轩逸 经典 1.6XE CVT舒适版 国VI,2020年6月1日,12.1,白色,北京,50B,非营运,4.66,6月30日
日产,2019款 轩逸 经典 1.6XE CVT舒适版 国VI,2020年5月1日,12.5,白色,郑州,65D,非营运,2.75,6月30日
日产,2020款 轩逸 1.6L XL CVT悦享版 国VI,2020年5月1日,4.0,白色,邯郸,65B,非营运,5.1,6月30日
日产,2019款 轩逸 经典 1.6XE CVT舒适版 国VI,2020年4月1日,8.7,黑色,北京,65D,非营运,2.6,6月30日
日产,2019款 轩逸 经典 1.6XL CVT豪华版 国VI,2020年3月1日,7.8,白色,南阳,65B,非营运,4.19,6月30日
日产,2019款 轩逸 经典 1.6XE CVT舒适版 国VI,2020年3月1日,7.4,黑色,杭州,65B,非营运,3.85,6月30日
日产,2019款 轩逸 经典 1.6XL CVT豪华版 国VI,2020年1月1日,5.5,灰色,郑州,65B,非营运,3.61,6月30日
日产,2020款 轩逸 1.6L XL CVT悦享版 国VI,2020年1月1日,9.5,白色,武汉,65B,非营运,5.07,7月30日
日产,2019款 轩逸 经典 1.6XE CVT舒适版 国VI,2020年1月1日,15.6,黑色,北京,50D,非营运,5.1,11月8日
日产,2019款 轩逸 经典 1.6XL CVT豪华版 国VI,2019年12月1日,34.0,白色,北京,50B,非营运,2.96,11月8日
日产,2019款 轩逸 经典 1.6XL CVT豪华版 国VI,2019年10月1日,5.3,白色,西安,65B,非营运,3.8,11月26日
日产,2019款 轩逸 经典 1.6XE CVT舒适版 国VI,2019年10月1日,11.5,黑色,北京,50D,非营运,2.19,7月22日
日产,2019款 轩逸 1.6XV CVT智联尊享版 国VI,2019年11月1日,13.1,黑色,北京,50D,非营运,2.0,11月5日
日产,2019款 轩逸 1.6XV CVT智联尊享版 国VI,2019年8月1日,42.6,白色,北京,50D,非营运,2.55,7月23日
日产,2019款 轩逸 经典 1.6XE+ CVT智联领先版,2019年8月1日,23.7,灰色,北京,65C,非营运,0.98,7月15日
日产,2018款 轩逸 经典 1.6XE 手动舒适版,2019年6月1日,13.6,黑色,青岛,65B,非营运,2.14,8月19日
日产,2019款 轩逸 经典 1.6XE CVT舒适版 国VI,2019年7月1日,3.4,黑色,萍乡,65D,非营运,2.63,7月11日
日产,2019款 轩逸 1.6XV CVT智联尊享版 国V,2019年8月1日,24.8,白色,广安,65D,非营运,3.05,8月22日
日产,2019款 轩逸 1.6XV CVT智联尊享版 国VI,2019年5月1日,7.6,白色,保定,65D,非营运,3.0,7月21日
日产,2019款 轩逸 1.6XV CVT智联尊享版 国VI,2019年5月1日,5.5,白色,北京,65C,非营运,4.11,7月12日
日产,2019款 轩逸 1.6XV CVT智联尊享版 国VI,2019年5月1日,5.5,白色,北京,65B,非营运,4.28,7月10日
日产,2019款 轩逸 1.6XV CVT智联尊享版 国V,2019年4月1日,24.0,白色,北京,50B,非营运,3.4,10月24日
日产,2016款 轩逸 1.6XL CVT豪华版 国V,2019年3月1日,17.3,黑色,长沙,50D,预约出租转非,1.77,12月9日
日产,2018款 轩逸 1.6XE CVT舒适版,2019年3月1日,23.4,黑色,长沙,65B,预约出租转非,1.94,10月24日
日产,2019款 轩逸 1.6XV CVT智联尊享版 国V,2019年3月1日,5.2,白色,南京,65B,非营运,4.07,7月26日
日产,2019款 轩逸 1.6XV CVT智联尊享版 国VI,2019年1月1日,9.0,白色,商丘,65C,非营运,3.4,8月27日
日产,2019款 轩逸 1.6XV CVT智联尊享版 国VI,2019年1月1日,5.4,白色,邯郸,65B,非营运,4.06,9月13日
日产,2019款 轩逸 经典 1.6XE+ CVT智联领先版,2019年1月1日,7.6,黄色,株洲,65B,非营运,2.9,8月6日
日产,2019款 轩逸 经典 1.6XE+ CVT智联领先版,2019年1月1日,7.6,黄色,株洲,65B,非营运,2.85,8月7日
日产,2019款 轩逸 经典 1.6XE+ CVT智联领先版,2019年1月1日,7.6,黄色,株洲,65B,非营运,2.03,12月3日
日产,2019款 轩逸 1.6XV CVT智联尊享版 国V,2019年1月1日,8.8,白色,沧州,65B,预约出租转非,4.32,6月30日
日产,2019款 轩逸 1.6XV CVT智联尊享版 国V,2019年3月1日,3.5,白色,嘉兴,65B,非营运,4.32,8月8日
日产,2019款 轩逸 1.6XV CVT智联尊享版 国V,2019年3月1日,15.0,黑色,郑州,65B,非营运,2.68,8月23日
日产,2019款 轩逸 1.6XV CVT智联尊享版 国V,2019年1月1日,10.6,白色,郑州,65D,非营运,2.74,12月6日
日产,2019款 轩逸 1.6XV CVT智联尊享版 国VI,2018年12月1日,3.4,白色,天津,65B,非营运,4.47,12月17日
日产,2019款 轩逸 经典 1.6XE+ CVT智联领先版,2018年12月1日,14.8,白色,郑州,65D,非营运,2.25,11月6日
日产,2019款 轩逸 1.6XV CVT智联尊享版 国VI,2018年11月1日,7.4,白色,石家庄,65B,非营运,3.66,7月31日
日产,2019款 轩逸 1.6XV CVT智联尊享版 国VI,2018年11月1日,37.1,白色,北京,35B,非营运,2.64,7月21日
日产,2019款 轩逸 1.6XV CVT智联尊享版 国V,2018年10月1日,9.3,白色,益阳,65B,非营运,3.52,8月16日
日产,2018款 轩逸 1.6XV CVT尊享版,2018年10月1日,33.6,白色,北京,35D,非营运,1.89,7月17日
日产,2018款 轩逸 经典 1.6XE+ CVT豪华版,2018年10月1日,18.8,黑色,北京,35D,非营运,1.53,8月26日
日产,2019款 轩逸 经典 1.6XE+ 手动智联领先版,2018年10月1日,5.0,黑色,保定,65D,非营运,2.54,12月19日
日产,2018款 轩逸 1.6XV CVT尊享版,2018年9月1日,21.4,白色,宜宾,65C,非营运,2.48,8月30日
日产,2016款 轩逸 1.6XL CVT豪华版 国V,2018年9月1日,5.0,黑色,郑州,65B,非营运,3.61,7月22日
日产,2018款 轩逸 1.6XV CVT尊享版,2018年8月1日,8.6,白色,长沙,65B,非营运,3.62,8月31日
日产,2018款 轩逸 经典 1.6XE+ 手动领先版,2018年8月1日,12.5,白色,临沂,65B,非营运,2.56,11月17日
日产,2018款 轩逸 经典 1.6XE+ CVT领先版,2018年8月1日,7.4,黄色,长沙,65B,非营运,3.12,12月9日
日产,2018款 轩逸 1.0XV CVT尊享版,2018年8月1日,15.3,白色,长沙,65B,非营运,3.4,8月5日
日产,2018款 轩逸 经典 1.6XE+ 手动领先版,2018年8月1日,7.2,黑色,济南,65C,非营运,2.07,8月25日
日产,2018款 轩逸 经典 1.6XE CVT舒适版,2018年8月1日,30.7,黄色,上海,65D,营转非,0.61,9月9日
日产,2018款 轩逸 1.6XV CVT尊享版,2018年7月1日,9.3,白色,金华,65B,非营运,3.31,7月15日
日产,2018款 轩逸 1.6XV CVT尊享版,2018年7月1日,4.7,白色,武汉,65B,非营运,3.77,12月8日
日产,2018款 轩逸 1.6XV CVT尊享版,2018年7月1日,7.6,白色,驻马店,65D,非营运,3.59,10月10日
日产,2018款 轩逸 1.6XV CVT尊享版,2018年6月1日,10.4,白色,成都,65D,非营运,2.38,10月28日
日产,2018款 轩逸 1.6XV+ CVT智尊版,2018年5月1日,45.4,黑色,北京,65D,非营运,1.6,11月19日
日产,2018款 轩逸 1.6XV CVT尊享版,2018年5月1日,6.0,白色,邢台,65D,非营运,2.41,11月28日
日产,2018款 轩逸 1.6XV CVT尊享版,2018年5月1日,9.0,白色,厦门,65B,非营运,3.68,11月6日
日产,2018款 轩逸 1.6XV CVT尊享版,2018年5月1日,23.8,黑色,杭州,65D,预约出租转非,2.31,9月9日
日产,2018款 轩逸 1.6XV CVT尊享版,2018年4月1日,13.1,白色,宜宾,65B,非营运,3.8,10月11日
日产,2018款 轩逸 1.6XV CVT尊享版,2018年3月1日,27.6,白色,北京,50D,非营运,3.17,12月10日
日产,2018款 轩逸 1.6XV CVT尊享版,2018年3月1日,9.2,白色,北京,50D,非营运,2.52,8月25日
日产,2016款 轩逸 经典 1.6XE 手动领先版,2018年2月1日,7.7,灰色,长沙,65B,非营运,1.98,10月24日
日产,2016款 轩逸 经典 1.6XE 手动领先版,2018年2月1日,5.7,黄色,天津,65B,非营运,2.65,12月4日
日产,2016款 轩逸 1.6XL CVT豪华版 国V,2018年1月1日,19.9,白色,北京,50D,非营运,2.11,8月31日
日产,2016款 轩逸 1.6XL CVT豪华版 国V,2018年1月1日,22.3,黑色,临沂,65B,预约出租转非,2.23,12月13日
日产,2016款 轩逸 1.6XL CVT尊享版,2018年1月1日,40.0,白色,北京,35D,非营运,1.75,8月4日
日产,2016款 轩逸 1.6XL CVT豪华版 国V,2018年1月1日,30.6,棕色,北京,35D,非营运,2.23,11月6日
日产,2016款 轩逸 经典 1.6XE 手动领先版,2018年1月1日,9.9,黑色,郑州,65D,非营运,1.31,11月25日
日产,2016款 轩逸 1.6XL CVT尊享版,2018年1月1日,13.2,白色,北京,50D,非营运,2.45,9月27日
日产,2016款 轩逸 1.6XL CVT尊享版,2018年1月1日,25.5,白色,北京,65D,非营运,2.36,12月19日
日产,2016款 轩逸 1.6XL CVT豪华版 国V,2018年1月1日,6.9,白色,北京,65B,非营运,3.31,11月17日
日产,2016款 轩逸 经典 1.6XE 手动领先版,2018年1月1日,51.8,灰色,北京,35D,非营运,1.28,9月23日
日产,2016款 轩逸 1.6XL CVT尊享版,2017年12月1日,6.5,白色,长沙,65B,非营运,3.3,7月29日
日产,2016款 轩逸 1.6XL CVT豪华版 国V,2017年12月1日,9.2,白色,郑州,50D,非营运,2.61,12月11日
日产,2016款 轩逸 1.6XL CVT豪华版 国V,2017年12月1日,11.1,白色,重庆,65B,非营运,3.34,7月27日
日产,2016款 轩逸 1.6XL CVT豪华版 国V,2017年12月1日,11.1,白色,重庆,65B,非营运,3.37,7月22日
日产,2016款 轩逸 1.6XL CVT豪华版 国V,2017年11月1日,5.4,白色,平顶山,65B,非营运,3.72,11月7日
日产,2016款 轩逸 经典 1.6XE 自动领先版,2017年11月1日,60.1,白色,北京,35D,非营运,1.25,11月21日
日产,2016款 轩逸 1.6XL CVT豪华版 国V,2017年11月1日,17.2,白色,北京,65D,非营运,2.28,8月25日
日产,2016款 轩逸 1.6XL CVT豪华版 国V,2017年11月1日,18.3,白色,郑州,65D,预约出租转非,1.62,8月29日
日产,2016款 轩逸 1.6XL CVT豪华版 国V,2017年11月1日,14.4,白色,成都,65B,非营运,2.32,11月14日
日产,2016款 轩逸 1.6XL CVT豪华版 国V,2017年11月1日,14.4,白色,成都,65B,非营运,2.52,11月13日
日产,2016款 轩逸 1.6XL CVT豪华版 国V,2017年10月1日,8.4,黑色,天津,65D,非营运,2.91,9月29日
日产,2016款 轩逸 1.6XL CVT豪华版 国V,2017年10月1日,8.4,黑色,天津,65B,非营运,2.81,8月22日
日产,2016款 轩逸 1.6XL CVT豪华版 国V,2017年10月1日,8.4,黑色,天津,65B,非营运,2.98,8月18日
日产,2016款 轩逸 1.6XL 手动豪华版,2017年9月1日,18.0,白色,台州,65B,非营运,1.95,10月11日
日产,2016款 轩逸 经典 1.6XE 自动领先版,2017年9月1日,57.7,灰色,北京,35D,非营运,1.48,7月12日
日产,2016款 轩逸 经典 1.6XE 自动领先版,2017年8月1日,8.7,黄色,郑州,65B,非营运,2.66,8月12日
日产,2016款 轩逸 1.6XL CVT豪华版 国V,2017年8月1日,10.3,白色,商丘,65B,非营运,3.58,10月30日
日产,2016款 轩逸 经典 1.6XE 手动领先版,2017年8月1日,10.9,灰色,长沙,50D,非营运,1.12,11月29日
日产,2016款 轩逸 经典 1.6XE 自动领先版,2017年8月1日,4.8,白色,南阳,65B,非营运,2.85,8月30日
日产,2016款 轩逸 经典 1.6XE 自动领先版,2017年8月1日,9.2,黄色,信阳,65D,非营运,1.75,8月12日
日产,2016款 轩逸 1.6XL CVT豪华版 国V,2017年7月1日,9.8,白色,郑州,50D,非营运,2.4,11月21日
日产,2016款 轩逸 1.6XL CVT豪华版 国V,2017年7月1日,32.7,灰色,北京,50B,非营运,2.62,8月1日
日产,2016款 轩逸 1.6XL CVT尊享版,2017年7月1日,7.4,黑色,金华,65D,非营运,2.12,7月16日
日产,2016款 轩逸 1.6XV CVT智享版,2017年6月1日,11.5,白色,北京,65D,非营运,3.19,8月11日
日产,2016款 轩逸 1.6XL CVT豪华版 国V,2017年5月1日,16.9,白色,天津,65B,非营运,2.46,8月18日
日产,2016款 轩逸 1.6XL CVT尊享版,2017年5月1日,7.2,白色,驻马店,65D,非营运,2.26,9月20日
日产,2016款 轩逸 1.6XL CVT豪华版 国V,2017年5月1日,11.3,黑色,长沙,65B,非营运,2.9,12月9日
日产,2016款 轩逸 1.6XL CVT豪华版 国V,2017年3月1日,20.9,白色,北京,50D,非营运,2.66,12月23日
日产,2016款 轩逸 1.6XL CVT豪华版 国V,2017年3月1日,9.9,白色,北京,50D,非营运,2.53,10月10日
日产,2016款 轩逸 1.6XL CVT尊享版,2017年3月1日,10.9,白色,达州,65B,非营运,3.32,10月31日
日产,2016款 轩逸 1.6XL CVT尊享版,2017年2月1日,19.2,白色,西安,65B,非营运,2.79,8月29日
日产,2016款 轩逸 1.6XL CVT尊享版,2017年1月1日,17.3,白色,商丘,65B,非营运,2.91,8月22日
