vehicle,actual,predicted,low,high,in_range,grade,years,success,price_group,year_group
日产 天籁 2015款 2.5 自动 XL-Upper欧冠科技版,2.48,3.64,2.86,3.43,False,差,10.33,True,1-3万,>10年
奔腾 B70 2016款 2.0 自动 豪华型,1.05,1.01,0.86,1.16,True,中,9.83,True,1-3万,8-10年
吉利 帝豪-三厢 2019款 1.5 无级 领军版 豪华型,1.01,1.78,1.57,1.99,False,中,6.67,True,1-3万,5-8年
福特 翼虎 2013款 2.0GTDi 手自一体 四驱运动型,2.23,2.14,1.92,2.35,True,中,10.75,True,1-3万,>10年
广汽传祺 传祺M8 2018款 2.0T 自动 320T尊贵版,7.41,7.84,7.18,8.47,True,中,6.42,True,5-10万,5-8年
吉利汽车 博越 2020款 1.8T 自动 智联PRO,2.88,4.07,3.69,4.44,False,中,4.67,True,1-3万,3-5年
腾势 腾势D9 2022款 1.5T 自动 DM-i 1040 尊贵型,22.45,22.11,23.06,24.7,False,优,1.75,True,>20万,0-3年
雷诺 科雷傲 2012款 2.5 自动 舒适导航型四驱 (进口),1.32,1.2,1.05,1.35,True,中,12.75,True,1-3万,>10年
大众 途观 2015款 1.8TSI 手自一体 两驱风尚版,2.94,3.39,3.06,3.7,False,中,8.92,True,1-3万,8-10年
大众 宝来三厢 2019款 1.5 手动 传奇时尚型 国VI,3.22,3.5,3.16,3.82,True,中,4.92,True,3-5万,3-5年
广汽传祺 传祺GS4 2015款 1.3T 自动 200T精英版,2.0,1.74,1.53,1.95,False,中,8.58,True,1-3万,8-10年
启辰 R50 2013款 1.6 手动 豪华版,0.65,0.75,0.55,0.95,True,中,11.08,True,<1万,>10年
大众 途观 2010款 1.8TSI 手自一体 四驱菁英版,1.3,1.29,1.13,1.45,True,中,14.92,True,1-3万,>10年
日产 骐达 2014款 1.6 自动 智能型,2.5,2.35,2.12,2.58,True,中,10.08,True,1-3万,>10年
日产 阳光 2015款 1.5 自动 XE舒适版,1.29,1.19,1.04,1.34,True,中,9.08,True,1-3万,8-10年
比亚迪 元新能源 2019款 EV535 智联领潮型,3.28,2.78,2.82,3.26,False,优,6.33,True,3-5万,5-8年
比亚迪 汉 2025款 EV 智驾版 701KM激光雷达旗舰型,15.45,12.54,13.09,14.07,False,优,0.67,True,10-20万,0-3年
比亚迪 e2 2019款 高续航版 创·尊贵型 纯电动,2.32,2.85,2.57,3.12,False,中,5.92,True,1-3万,5-8年
长安 逸动 2019款 1.4T 自动 280T蓝鲸版极速型,2.23,2.57,2.32,2.82,False,中,5.92,True,1-3万,5-8年
东南 DX7 2015款 1.5T 手自一体 豪华型,1.28,1.25,1.1,1.4,True,中,8.17,True,1-3万,8-10年
福特 翼虎 2013款 2.0T 自动 GTDi尊贵型四驱,2.64,1.93,1.7,2.16,False,中,10.75,True,1-3万,>10年
大众 途观 2012款 2.0T 自动 菁英版四驱,2.55,1.75,1.54,1.96,False,中,13.08,True,1-3万,>10年
标致 308 2014款 1.6 手动 乐享版风尚型,0.44,0.86,0.55,0.95,False,差,9.92,True,<1万,8-10年
日产 骊威 2013款 1.6 手动 XL劲锐版舒适型,1.44,1.29,1.14,1.44,True,中,11.5,True,1-3万,>10年
福特 福睿斯 2015款 1.5 自动 舒适型,1.46,1.25,0.94,1.24,False,差,8.83,True,1-3万,8-10年
吉利 远景SUV(X6) 2020款 1.4T 手动 尊贵型,2.5,2.17,1.96,2.38,False,中,4.58,True,1-3万,3-5年
日产 骐达 2008款 1.6 自动 智能型,1.1,0.81,0.61,1.01,False,中,15.42,True,1-3万,>10年
日产 骊威 2008款 1.6 自动 劲锐版 GX 标准型,0.75,0.73,0.53,0.93,True,中,16.0,True,<1万,>10年
日产 奇骏 2014款 2.0L 自动 CVT舒适版 2WD,3.01,3.63,3.28,3.96,False,中,10.92,True,3-5万,>10年
丰田 卡罗拉 2019款 1.2T 自动 S-CVT GL先锋版,4.7,4.63,4.2,5.04,True,中,5.33,True,3-5万,5-8年
比亚迪 海豹 2025款 650长续航版,12.95,9.46,9.89,10.67,False,优,0.83,True,10-20万,0-3年
大众 朗逸-两厢 2018款 1.2TSI 双离合 200TSI 舒适版,4.84,4.26,4.47,4.88,True,优,6.42,True,3-5万,5-8年
日产 骊威 2008款 1.6 自动 劲锐版 GX 智能型,0.51,0.75,0.45,0.85,True,差,15.42,True,<1万,>10年
大众 速腾 2014款 1.6 自动 舒适型 改款,1.91,2.04,1.84,2.24,True,中,11.25,True,1-3万,>10年
大众 速腾 2014款 1.4T 自动 蓝驱版 改款,3.45,2.61,2.35,2.86,False,中,10.42,True,3-5万,>10年
雪铁龙 C4世嘉 2018款 1.6 自动 舒适型,2.12,1.7,1.66,2.06,False,优,7.0,True,1-3万,5-8年
本田 杰德 2017款 1.5T 自动 210TURBO豪华版5座,5.12,4.68,4.25,5.1,False,中,8.42,True,5-10万,8-10年
丰田 RAV4荣放 2020款 2.0L 自动 CVT两驱风尚版,9.34,8.74,8.03,9.43,True,中,4.75,True,5-10万,3-5年
本田 思域 2009款 1.8 手动 EXi 舒适版,0.61,0.96,0.64,1.04,False,差,15.0,True,<1万,>10年
腾势 腾势Z9GT 2024款 1100四驱Max版,24.95,22.5,23.48,25.15,True,优,0.75,True,>20万,0-3年
奔驰 E级 2015款 2.0T 自动 E260L运动型,6.35,6.58,6.01,7.13,True,中,10.25,True,5-10万,>10年
大众 捷达 2013款 1.6 手动 时尚型,1.11,1.04,0.75,1.05,False,差,10.92,True,1-3万,>10年
大众 宝来 2016款 1.4TSI 双离合 230TSI 舒适型,3.2,2.65,2.38,2.9,False,中,8.67,True,3-5万,8-10年
本田 思域 2019款 1.5T 自动 220TURBO劲动版 国VI,5.85,5.81,5.3,6.31,True,中,5.33,True,5-10万,5-8年
丰田 凯美瑞 2015款 2.0 自动 G领先版,5.05,4.73,4.29,5.14,True,中,10.17,True,5-10万,>10年
宝马 X3 2023款 2.0T 自动 xDrive 30i 领先型 M曜夜套装,24.39,22.12,20.59,23.64,False,中,2.17,True,>20万,0-3年
丰田 凯美瑞 2010款 2.4 自动 240G豪华型,2.06,2.09,2.12,2.46,False,优,14.75,True,1-3万,>10年
长安欧尚 CX70 2016款 1.6 手动 智联型,2.25,1.25,1.1,1.4,False,中,7.08,True,1-3万,5-8年
宝马 X1 2020款 1.5T 自动 20Li时尚型前驱,7.22,9.25,9.67,10.44,False,优,5.33,True,5-10万,5-8年
长安 逸动XT 2016款 1.6 自动 俊酷型,1.46,1.11,0.96,1.26,False,中,7.42,True,1-3万,5-8年
起亚 K3 2016款 1.6 自动 GL,2.5,2.4,2.43,2.81,True,优,8.92,True,1-3万,8-10年
荣威 350 2013款 1.5 自动 S讯达版,0.31,0.41,0.25,0.65,True,优,12.0,True,<1万,>10年
日产 阳光 2011款 1.5 无级 XL 豪华版,0.8,0.67,0.47,0.87,True,中,14.5,True,<1万,>10年
日产 逍客 2012款 2.0 自动 XL火前驱,2.28,1.98,1.93,2.41,True,优,11.92,True,1-3万,>10年
Jeep 指南者(进口) 2013款 2.4 自动 豪华版四驱 (进口),1.8,1.65,1.45,1.85,True,中,11.67,True,1-3万,>10年
丰田 凯美瑞 2012款 2.5 自动 HV至尊版 混动,3.1,3.45,3.12,3.77,False,中,12.42,True,3-5万,>10年
丰田 雷凌 2017款 1.2T 无级 185T 新锐版(改款),3.2,3.35,3.03,3.66,True,中,8.0,True,3-5万,5-8年
比亚迪 S7 2015款 2.0TID 双离合 升级版尊贵型,1.0,0.98,0.78,1.18,True,中,10.08,True,<1万,>10年
别克 凯越 2013款 1.5 手自一体 经典版,0.99,0.67,0.47,0.87,False,中,11.25,True,<1万,>10年
别克 英朗三厢 2016款 1.5 自动 15N精英型,1.4,1.67,1.47,1.87,False,中,9.17,True,1-3万,8-10年
标致 3008 2015款 2.0 手动 经典版,1.03,1.33,1.17,1.49,False,中,9.92,True,1-3万,8-10年
标致 408 2014款 1.8 自动 豪华版,1.14,1.41,1.24,1.58,False,中,9.67,True,1-3万,8-10年
大众 帕萨特 2014款 2.0T 自动 御尊版,2.28,2.93,2.28,2.81,True,差,10.75,True,1-3万,>10年
丰田 卡罗拉 2011款 1.6 自动 GL,1.7,1.49,1.31,1.67,False,中,13.67,True,1-3万,>10年
大众 速腾 2012款 1.4T 手动 豪华型,1.86,1.95,1.72,2.18,True,中,12.25,True,1-3万,>10年
奔驰 GLA级 2016款 1.6T 自动 GLA200时尚型前驱,4.87,4.93,4.48,5.37,True,中,8.92,True,3-5万,8-10年
日产 轩逸经典 2012款 1.6 自动 XE 舒适版,1.21,1.96,1.73,2.19,False,中,9.58,True,1-3万,8-10年
现代 名图 2016款 1.8 自动 智能型GLS,2.61,2.77,2.5,3.03,True,中,8.92,True,1-3万,8-10年
福特 福克斯两厢 2011款 1.8 手动 经典型,0.34,0.38,0.22,0.62,True,优,13.75,True,<1万,>10年
吉利汽车 帝豪三厢 2018款 1.5 自动 向上互联版,1.74,1.43,1.26,1.6,False,中,7.33,True,1-3万,5-8年
别克 君威 2017款 1.5T 自动 20T精英型,4.45,4.26,4.47,4.87,False,优,6.92,True,3-5万,5-8年
奔腾 X80 2013款 2.0 手自一体 舒适型,0.44,0.82,0.62,1.02,False,中,10.92,True,<1万,>10年
丰田 花冠EX 2013款 1.6 自动 卓越版,1.85,1.69,1.49,1.89,True,中,12.58,True,1-3万,>10年
本田 CR-V 2012款 2.4 自动 VTi尊贵导航型四驱,3.5,3.74,3.38,4.08,True,中,13.25,True,3-5万,>10年
丰田 卡罗拉 2011款 1.6 自动 GL,2.3,2.01,1.81,2.21,False,中,11.67,True,1-3万,>10年
日产 颐达 2008款 1.6 手动 J 时尚型,0.5,0.51,0.31,0.71,True,中,16.92,True,<1万,>10年
本田 第八代雅阁 2010款 2.0 自动 EX 标准版,1.43,1.54,1.17,1.53,True,差,14.92,True,1-3万,>10年
丰田 卡罗拉 2016款 1.8 自动 精英版双擎 混动,3.87,3.61,3.26,3.94,True,中,9.08,True,3-5万,8-10年
本田 雅阁 2006款 2.0 自动 舒适型,0.32,0.57,0.43,0.83,False,优,18.92,True,<1万,>10年
丰田 卡罗拉 2017款 1.2T 自动 GL-i,2.82,3.32,3.0,3.63,False,中,8.42,True,1-3万,8-10年
比亚迪 海豚 2023款 420km 时尚版,5.65,5.2,5.46,5.94,True,优,2.0,True,5-10万,0-3年
大众 宝来 2017款 1.6 手自一体 舒适型,3.0,3.04,2.74,3.32,True,中,7.67,True,1-3万,5-8年
大众 朗逸 2017款 1.6 手自一体 风尚版,3.2,3.37,3.04,3.68,True,中,6.5,True,3-5万,5-8年
猎豹汽车 CS10 2017款 1.5T 自动 精英型,0.8,0.87,0.67,1.07,True,中,7.58,True,<1万,5-8年
丰田 威驰 2005款 1.3 手动 GL,0.27,0.35,0.15,0.55,True,中,18.92,True,<1万,>10年
奥迪 A3两厢五门版 2012款 1.4T 自动 技术版 (进口),2.29,2.48,2.24,2.72,True,中,12.5,True,1-3万,>10年
现代 途胜 2015款 1.6T 自动 智能型前驱,3.53,3.18,2.48,2.99,False,差,8.33,True,3-5万,8-10年
现代 名图 2014款 1.8 自动 智能型,2.4,2.26,1.75,2.16,False,差,9.67,True,1-3万,8-10年
别克 英朗GT 2013款 1.6 手自一体 时尚版,0.67,0.73,0.43,0.83,True,差,12.17,True,<1万,>10年
日产 骊威 2013款 1.6 手动 XL劲锐版舒适型,2.29,1.62,1.43,1.81,False,中,10.5,True,1-3万,>10年
奔驰 GLC级 2016款 2.0T 自动 GLC260动感型,10.25,10.16,9.36,10.93,True,中,9.42,True,10-20万,8-10年
大众 宝来三厢 2014款 1.6 自动 时尚型,1.51,1.74,1.53,1.95,False,中,10.92,True,1-3万,>10年
哈弗 H6 2013款 1.5T 手动 两驱升级版精英型,0.6,0.63,0.43,0.83,True,中,11.83,True,<1万,>10年
大众 途观 2016款 1.8TSI 手自一体 300TSI 四驱豪华版,4.53,4.11,3.72,4.48,False,中,8.5,True,3-5万,8-10年
本田 凌派 2013款 1.8 自动 舒适版,2.15,2.28,2.05,2.5,True,中,10.75,True,1-3万,>10年
雪佛兰 科帕奇 2017款 2.4 自动 旗舰版7座四驱,3.02,2.42,2.18,2.65,False,中,7.17,True,3-5万,5-8年
大众 途观 2016款 1.8T 自动 300TSI豪华版四驱,4.06,3.9,3.53,4.25,True,中,9.0,True,3-5万,8-10年
哈弗 哈弗M6 2019款 1.5T 自动 超值版前驱 国VI,3.32,3.13,3.28,3.6,True,优,4.25,True,3-5万,3-5年
福特 嘉年华-两厢 2014款 1.0GTDi 双离合 劲动型,1.18,1.11,0.96,1.26,True,中,10.92,True,1-3万,>10年
本田 第八代雅阁 2010款 2.0 自动 EX 标准版,1.53,1.66,1.46,1.86,True,中,14.75,True,1-3万,>10年
本田 思域 2016款 1.5T 自动 220TURBO豪华版,3.97,4.29,3.38,4.05,True,差,9.42,True,3-5万,8-10年
宝马 X1 2013款 2.0T 自动 20i X设计套装四驱,2.62,2.69,2.42,2.94,True,中,11.75,True,1-3万,>10年
比亚迪 元EV360 2018款 智联创酷型,2.12,2.09,1.88,2.3,True,中,6.92,True,1-3万,5-8年
本田 思域 2019款 1.5T 无级 220TURBO 劲动版,5.05,5.71,5.2,6.2,False,中,5.58,True,5-10万,5-8年
大众 速腾 2012款 1.6 手动 时尚版,1.65,1.51,1.33,1.69,True,中,12.58,True,1-3万,>10年
菲亚特 菲翔 2012款 1.4T 自动 悦享版,0.68,0.58,0.38,0.78,True,中,12.33,True,<1万,>10年
福特 福克斯-三厢 2011款 1.8 手自一体 时尚型,0.59,0.46,0.26,0.66,True,中,13.33,True,<1万,>10年
日产 轩逸 2014款 1.6 无级 XV 尊享版,1.7,2.12,1.64,2.03,True,差,9.67,True,1-3万,8-10年
起亚 K2三厢 2011款 1.4 手动 GLS,0.26,0.61,0.47,0.87,False,优,13.42,True,<1万,>10年
本田 第八代雅阁 2013款 2.0 自动 PE,1.8,2.63,2.04,2.52,False,差,11.83,True,1-3万,>10年
大众 速腾 2020款 1.4T 自动 280TSI舒适型 国VI,6.38,6.14,6.43,6.99,False,优,5.0,True,5-10万,3-5年
沃尔沃 S60 2011款 2.0T 双离合 智尚版,1.63,1.56,1.37,1.75,True,中,13.75,True,1-3万,>10年
雪佛兰 科鲁兹三厢 2013款 1.6 手动 SE,0.5,0.4,0.2,0.6,True,中,12.67,True,<1万,>10年
别克 君越 2013款 2.4 SIDI 手自一体 精英舒适型,1.1,1.96,1.48,1.96,False,差,11.42,True,1-3万,>10年
本田 第八代雅阁 2011款 2.0 自动 EX,2.45,1.98,1.49,1.97,False,差,13.75,True,1-3万,>10年
宝马 5系 2013款 2.0T 自动 525Li豪华型,4.38,4.41,4.0,4.8,True,中,12.42,True,3-5万,>10年
五菱 宏光S 2014款 1.5 手动 舒适型7-8座,0.5,0.63,0.35,0.75,True,差,10.75,True,<1万,>10年
本田 凌派 2020款 1.5 自动 锐·豪华版 混动,4.76,3.78,3.42,4.13,False,中,5.17,True,3-5万,5-8年
丰田 汉兰达 2018款 2.0T 自动 豪华版7座四驱,11.32,12.13,11.22,13.01,True,中,7.33,True,10-20万,5-8年
奥迪 Q5 2011款 2.0T 自动 TFSI舒适型,2.52,2.63,2.37,2.88,True,中,14.42,True,1-3万,>10年
日产 奇骏 2017款 2.0 自动 舒适版前驱,5.16,5.64,5.91,6.43,False,优,7.67,True,5-10万,5-8年
标致 508 2012款 2.0 自动 智享版,1.11,1.18,1.03,1.33,True,中,10.5,True,1-3万,>10年
别克 昂科威Plus 2016款 1.5T 自动 20T领先型前驱,3.2,3.29,2.97,3.59,True,中,8.92,True,3-5万,8-10年
哈弗 哈弗H2 2016款 红标 1.5T 自动 两驱豪华型,1.08,1.35,1.02,1.34,True,差,9.42,True,1-3万,8-10年
丰田 卡罗拉 2017款 改款 1.6L 自动 S-CVT GL,3.7,3.38,3.06,3.7,True,中,7.42,True,3-5万,5-8年
别克 GL8 2011款 2.4 自动 LT豪华商务行政型,2.35,1.77,1.56,1.98,False,中,13.92,True,1-3万,>10年
岚图 追光 2023款 标准版,12.8,12.27,12.81,13.77,False,优,1.42,True,10-20万,0-3年
奥迪 A4L 2015款 2.0T 自动 35TFSI舒适型,5.6,4.89,4.44,5.31,False,中,10.83,True,5-10万,>10年
本田 思域 2016款 1.0T 自动 180TURBO舒适版,3.92,5.02,4.56,5.46,False,中,7.08,True,3-5万,5-8年
丰田 卡罗拉 2021款 1.2T 自动 S-CVT先锋PLUS版,4.62,5.06,4.6,5.5,True,中,4.25,True,3-5万,3-5年
大众 宝来三厢 2016款 1.6 手动 时尚型,2.83,2.41,2.17,2.64,False,中,8.08,True,1-3万,8-10年
日产 轩逸 2009款 1.6 自动 XL 豪华天窗版,0.9,0.92,0.72,1.12,True,中,15.33,True,<1万,>10年
广汽传祺 影豹 2021款 270T 自动 J15版,5.63,7.02,6.42,7.6,False,中,3.33,True,5-10万,3-5年
宝骏 560 2015款 1.8 手动 精英型,0.99,0.87,0.67,1.07,True,中,8.75,True,<1万,8-10年
丰田 威驰 2016款 1.5 自动 智臻星耀版,2.01,1.97,1.92,2.4,True,优,9.83,True,1-3万,8-10年
雪佛兰 科鲁兹 2013款 1.6 手动 SE,0.3,0.47,0.21,0.61,True,差,11.08,True,<1万,>10年
福特 蒙迪欧 2011款 2.3 自动 致胜时尚型,0.51,0.87,0.56,0.96,False,差,12.25,True,<1万,>10年
本田 思域 2014款 1.8 自动 经典版Lxi,3.65,3.11,3.27,3.58,False,优,9.25,True,3-5万,8-10年
长安 逸动 2015款 1.6 手动 尊贵型 国IV,0.57,0.59,0.39,0.79,True,中,10.33,True,<1万,>10年
奔驰 C级 2013款 1.8T 自动 C260时尚型CGI,2.23,2.76,2.49,3.02,False,中,12.92,True,1-3万,>10年
别克 英朗XT 2013款 1.6 手自一体 时尚版,0.3,0.71,0.42,0.82,False,差,11.42,True,<1万,>10年
雪佛兰 科鲁兹三厢 2013款 1.8 自动 SX,0.85,0.74,0.54,0.94,True,中,10.83,True,<1万,>10年
日产 逍客 2012款 2.0 自动 XV雷前驱,2.32,1.97,1.92,2.4,True,优,11.08,True,1-3万,>10年
大众 速腾 2011款 1.6 手动 舒适版,0.45,0.91,0.71,1.11,False,中,14.25,True,<1万,>10年
比亚迪 宋MAX新能源 2019款 1.5T 自动 DM智联致享型7座 国V 混,3.74,3.11,2.81,3.4,False,中,6.92,True,3-5万,5-8年
雪佛兰 科鲁兹三厢 2018款 1.5 自动 Redline320炫锋都市版,2.28,2.45,2.2,2.68,True,中,5.75,True,1-3万,5-8年
宝马 X1 2013款 2.0 自动 18i时尚型后驱,2.03,2.25,1.74,2.15,True,差,11.67,True,1-3万,>10年
现代 名图 2017款 1.8 手自一体 GLS 智能型,3.11,3.15,2.46,2.96,False,差,7.58,True,3-5万,5-8年
大众 途观 2012款 2.0T 自动 旗舰版四驱,2.74,2.5,2.25,2.74,True,中,11.83,True,1-3万,>10年
福特 福克斯-三厢 2018款 1.6 双离合 舒适型智行版,1.25,2.19,1.97,2.4,False,中,7.83,True,1-3万,5-8年
丰田 凯美瑞 2010款 2.4 手自一体 240G 豪华版,1.52,2.02,1.56,1.93,False,差,14.08,True,1-3万,>10年
丰田 威驰 2016款 1.5 自动 智臻星耀版,2.61,2.16,1.94,2.37,False,中,9.08,True,1-3万,8-10年
现代 ix35 2018款 2.0 自动 智勇畅享版前驱,4.08,3.64,3.29,3.97,False,中,7.83,True,3-5万,5-8年
别克 英朗三厢 2017款 1.5 自动 15N精英型,1.4,2.03,1.82,2.23,False,中,8.08,True,1-3万,8-10年
本田 雅阁 2013款 2.0 自动 SE,2.5,2.62,2.36,2.87,True,中,12.42,True,1-3万,>10年
本田 雅阁 2015款 2.0 自动 舒适版LX,4.42,4.52,4.1,4.92,True,中,10.25,True,3-5万,>10年
本田 雅阁 2018款 1.5T 自动 260TURBO尊贵版 国VI,7.9,8.28,7.59,8.94,True,中,5.17,True,5-10万,5-8年
本田 CR-V 2012款 2.0 自动 Lxi都市型前驱,3.08,3.5,3.16,3.82,False,中,10.75,True,3-5万,>10年
雪佛兰 科鲁兹三厢 2011款 1.6 自动 SE,0.53,0.61,0.41,0.81,True,中,11.42,True,<1万,>10年
起亚 K2三厢 2015款 1.4 手动 GLS,1.14,1.49,1.31,1.67,False,中,8.83,True,1-3万,8-10年
本田 CR-V 2010款 2.4 自动 VTi豪华型四驱,2.51,2.7,2.1,2.6,True,差,13.5,True,1-3万,>10年
大众 朗逸三厢 2015款 1.6 自动 舒适版,2.3,2.46,2.21,2.69,True,中,9.25,True,1-3万,8-10年
丰田 RAV4荣放 2019款 2.0L 自动 CVT两驱风尚版 国VI,7.12,6.98,6.38,7.55,True,中,6.17,True,5-10万,5-8年
大众 途观 2012款 1.8T 自动 菁英版前驱,1.73,1.65,1.45,1.85,True,中,13.83,True,1-3万,>10年
三菱 欧蓝德 2018款 2.0 自动 荣耀版前驱,4.7,4.93,5.17,5.63,False,优,6.75,True,3-5万,5-8年
别克 英朗三厢 2013款 1.6 自动 GT时尚型,0.41,0.72,0.52,0.92,False,中,11.33,True,<1万,>10年
现代 菲斯塔 2021款280TGDi DLX自动豪华版,5.48,4.78,4.34,5.2,False,中,3.67,True,5-10万,3-5年
日产 轩逸 2019款 1.6 自动 经典XE舒适版,2.77,3.44,2.69,3.24,True,差,5.92,True,1-3万,5-8年
马自达 马自达6 2011款 2.0 手自一体 时尚版,1.13,1.03,0.88,1.18,True,中,12.5,True,1-3万,>10年
猎豹汽车 CS10 2017款 1.5T 手动 精英型,0.53,0.96,0.85,1.25,False,优,7.0,True,<1万,5-8年
大众 帕萨特 2011款 2.0T 自动 御尊版,2.45,2.09,1.88,2.29,False,中,13.42,True,1-3万,>10年
日产 轩逸 2012款 1.6 无级 XE 舒适版,1.11,1.12,0.97,1.27,True,中,13.08,True,1-3万,>10年
大众 POLO两厢 2018款 1.5 自动 安驾型,3.3,3.34,3.51,3.84,False,优,6.33,True,3-5万,5-8年
大众 速腾 2014款 1.4T 自动 豪华型,1.36,2.15,1.67,2.06,False,差,11.17,True,1-3万,>10年
起亚 K3 2013款 1.6 手动 GL,0.71,0.94,0.74,1.14,False,中,12.33,True,<1万,>10年
北汽幻速 S3 2016款 S3L 1.5L 手动 尊贵型,0.98,0.7,0.5,0.9,False,中,6.92,True,<1万,5-8年
吉利汽车 帝豪GS 2018款 1.8 手动 优雅版领尚型,2.13,2.26,2.03,2.48,True,中,6.5,True,1-3万,5-8年
别克 凯越 2013款 1.5 自动 经典型,0.6,0.61,0.41,0.81,True,中,12.17,True,<1万,>10年
海马 福美来四代 2015款 1.6 手动 风尚型,0.4,0.43,0.17,0.57,True,差,9.92,True,<1万,8-10年
本田 第八代雅阁 2010款 2.0 自动 EX 标准版,1.25,1.53,1.16,1.52,True,差,14.92,True,1-3万,>10年
福特 翼虎（进口） 2005款 3.0 自动 四驱 (进口),0.44,0.62,0.49,0.89,False,优,19.83,True,<1万,>10年
标致 408 2014款 1.8 手自一体 豪华版,1.01,1.17,1.02,1.32,False,中,11.08,True,1-3万,>10年
本田 锋范 2018款 1.5 自动 舒适版,3.46,2.89,2.61,3.16,False,中,6.17,True,3-5万,5-8年
大众 桑塔纳 2015款 1.6 自动 风尚版,1.5,1.45,1.1,1.44,False,差,10.5,True,1-3万,>10年
比亚迪 唐新能源 2021款 1.5T 自动 DM-i 112KM 尊贵型,7.07,7.6,7.96,8.62,False,优,3.5,True,5-10万,3-5年
福特 蒙迪欧 2011款 2.0T 自动 GTDi200致胜豪华型,1.2,0.8,0.6,1.0,False,中,13.17,True,1-3万,>10年
福特 嘉年华两厢 2013款 1.5 手动 时尚型,0.63,0.79,0.48,0.88,True,差,11.0,True,<1万,>10年
本田 CR-V 2010款 2.0 手动 LXi 都市版,1.43,1.73,1.52,1.94,False,中,14.83,True,1-3万,>10年
丰田 RAV4 2013款 2.5 手自一体 四驱精英版,3.58,4.15,3.76,4.52,False,中,10.92,True,3-5万,>10年
大众 POLO两厢 2019款 1.5 自动 Plus炫彩科技版,4.73,4.25,3.85,4.63,False,中,4.58,True,3-5万,3-5年
荣威 荣威i5 2020款 1.5 自动 4G互联领豪旗舰版,2.1,2.11,1.89,2.31,True,中,5.25,True,1-3万,5-8年
丰田 凯美瑞 2010款 2.4 自动 240G豪华型,1.85,2.18,1.96,2.39,False,中,14.5,True,1-3万,>10年
雪佛兰 科鲁泽 2022款 1.5L 自动 320 自动悦享天窗版,3.41,3.4,3.07,3.71,True,中,3.33,True,3-5万,3-5年
丰田 威驰 2014款 1.3 手动 超值版,1.02,1.22,0.92,1.22,True,差,10.0,True,1-3万,8-10年
别克 君威 2009款 2.0 自动 精英型,0.49,0.6,0.46,0.86,True,优,14.0,True,<1万,>10年
荣威 RX5 2018款 1.5T 自动 20T旗舰版前驱,2.01,2.31,2.08,2.53,False,中,7.0,True,1-3万,5-8年
福特 蒙迪欧 2013款 1.5T 自动 GTDi180时尚型,2.24,2.56,2.31,2.81,False,中,10.25,True,1-3万,>10年
福特 蒙迪欧 2013款 1.5T 自动 GTDi180时尚型,2.29,2.64,2.38,2.9,False,中,9.67,True,1-3万,8-10年
欧拉 黑猫 2019款 301km标准版,2.41,1.91,1.68,2.14,False,中,5.42,True,1-3万,5-8年
马自达 马自达6 2013款 2.0 手自一体 时尚版,1.35,1.44,1.27,1.61,True,中,11.25,True,1-3万,>10年
现代 第八代索纳塔 2011款 2.0 手自一体 GLX 豪华型,0.95,1.06,0.91,1.21,True,中,13.0,True,<1万,>10年
哈弗 哈弗H2 2016款 红标 1.5T 手动 两驱豪华型,0.78,1.28,0.96,1.26,False,差,9.08,True,<1万,8-10年
别克 威朗三厢 2015款 1.5T 自动 20T精英型,2.15,1.98,1.74,2.22,True,中,9.5,True,1-3万,8-10年
东风风光 风光580 2018款 1.5T 手动 豪华型 改款,1.67,1.58,1.39,1.77,True,中,6.08,True,1-3万,5-8年
日产 轩逸 2012款 1.6 无级 XE 舒适版,1.5,1.11,0.82,1.12,False,差,12.67,True,1-3万,>10年
福特 福克斯两厢 2018款 1.6 手动 舒适型智行版,2.4,2.84,2.87,3.33,False,优,6.17,True,1-3万,5-8年
东南 DX7 2015款 1.5T 自动 豪华型,1.05,0.98,0.78,1.18,True,中,9.17,True,1-3万,8-10年
吉利汽车 帝豪三厢 2016款 1.5 自动 向上版,0.58,0.74,0.44,0.84,True,差,8.5,True,<1万,8-10年
大众 朗逸 2013款 1.6 手自一体 舒适版(改款),1.26,1.53,1.35,1.71,False,中,12.25,True,1-3万,>10年
荣威 RX5 2020款 1.5T 手动 20T 4G互联超越旗舰版,2.2,2.8,2.52,3.06,False,中,5.5,True,1-3万,5-8年
雪佛兰 科鲁兹 2013款 1.6 手自一体 SL 天地版,0.59,0.71,0.51,0.91,True,中,10.58,True,<1万,>10年
宝马 5系新能源 2021款 535Le M运动套装,16.56,19.21,20.04,21.44,False,优,4.75,True,10-20万,3-5年
丰田 汉兰达 2012款 2.7 自动 豪华版7座前驱,4.36,4.11,3.73,4.48,True,中,12.5,True,3-5万,>10年
大众 速腾 2007款 1.6 手自一体 时尚版,0.38,0.58,0.38,0.78,True,中,16.42,True,<1万,>10年
奥迪 A6L 2019款 2.0T 自动 40TFSI豪华致雅型,16.3,16.45,13.68,15.76,False,差,5.33,True,10-20万,5-8年
雪佛兰 创酷 2014款 1.4T 自动 豪华型前驱,1.42,1.29,1.13,1.45,True,中,9.58,True,1-3万,8-10年
长安 CS75 2014款 2.0 手动 豪华型,1.1,1.21,1.06,1.36,True,中,9.17,True,1-3万,8-10年
大众 朗逸三厢 2013款 1.6 自动 经典风尚版 改款,2.63,2.09,1.88,2.29,False,中,9.83,True,1-3万,8-10年
